单元,中文片名,英文片名,导演,制片国/地区,时长,日期,放映时间,影院,影厅,影院地址,见面会
向大师致敬,阿涅斯·瓦尔达短片精选集,SELECTED SHORT FILMS OF AGNES VARDA,阿涅斯·瓦尔达,"法国,古巴,美国",144分钟,6月22日,20:40,黄浦剧场,中剧场,黄浦区北京东路780号,
世界万象,哈基,HAKKI,希克梅特·凯雷姆·厄兹詹,土耳其,95分钟,6月15日,15:30,SFC上影影城（国华广场店）,1号LUXE厅,杨浦区三门路99号415室,
世界万象,哈基,HAKKI,希克梅特·凯雷姆·厄兹詹,土耳其,95分钟,6月16日,20:40,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
世界万象,哈基,HAKKI,希克梅特·凯雷姆·厄兹詹,土耳其,95分钟,6月17日,20:40,国泰电影院,2号厅,黄浦区淮海中路870号,
世界万象,哈基,HAKKI,希克梅特·凯雷姆·厄兹詹,土耳其,95分钟,6月20日,18:30,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,★
世界万象,兔子帝国,EMPIRE OF THE RABBITS,塞伊费丁·托克马克,"土耳其,墨西哥,克罗地亚",95分钟,6月14日,18:30,寰映影城（久光中心店）,3号厅,静安区共和新路2188号久光中心5楼,
世界万象,兔子帝国,EMPIRE OF THE RABBITS,塞伊费丁·托克马克,"土耳其,墨西哥,克罗地亚",95分钟,6月16日,18:30,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
世界万象,兔子帝国,EMPIRE OF THE RABBITS,塞伊费丁·托克马克,"土耳其,墨西哥,克罗地亚",95分钟,6月18日,18:30,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
世界万象,兔子帝国,EMPIRE OF THE RABBITS,塞伊费丁·托克马克,"土耳其,墨西哥,克罗地亚",95分钟,6月19日,18:30,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,★
世界万象,没有地址的房子,THE HOUSE WITH NO ADDRESS,哈蒂杰·阿什金,土耳其,96分钟,6月15日,18:30,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,
世界万象,没有地址的房子,THE HOUSE WITH NO ADDRESS,哈蒂杰·阿什金,土耳其,96分钟,6月18日,18:30,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,徐汇区虹桥路1号6层616/6M01,
世界万象,没有地址的房子,THE HOUSE WITH NO ADDRESS,哈蒂杰·阿什金,土耳其,96分钟,6月19日,20:40,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
世界万象,没有地址的房子,THE HOUSE WITH NO ADDRESS,哈蒂杰·阿什金,土耳其,96分钟,6月20日,15:30,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,★
华语新风,二十四味,24 FLAVORS,黄绮玲,中国,107分钟,6月18日,18:00,上海影城SHO,9号厅REALD CINEMA,长宁区新华路160号,★
华语新风,二十四味,24 FLAVORS,黄绮玲,中国,107分钟,6月19日,15:30,上海大光明电影院,3号厅,黄浦区南京西路216号,
华语新风,二十四味,24 FLAVORS,黄绮玲,中国,107分钟,6月21日,13:00,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,
金爵参赛片,7天,SEVEN DAYS,邱玉洁,中国,120分钟,6月20日,15:30,上海影城SHO,2号厅Onyx,长宁区新华路160号,★
科幻电影周,伊卡利号：航向宇宙终点 (4K),IKARIE XB 1 (4K),金德里奇·波拉克,捷克,88分钟,6月15日,13:00,沪北电影院,1号厅,静安区洛川东路500号,
科幻电影周,伊卡利号：航向宇宙终点 (4K),IKARIE XB 1 (4K),金德里奇·波拉克,捷克,88分钟,6月16日,18:30,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,
科幻电影周,伊卡利号：航向宇宙终点 (4K),IKARIE XB 1 (4K),金德里奇·波拉克,捷克,88分钟,6月18日,18:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
科幻电影周,伊卡利号：航向宇宙终点 (4K),IKARIE XB 1 (4K),金德里奇·波拉克,捷克,88分钟,6月19日,18:30,CMG融媒影城,8号厅（杜比全景声CINITY）,徐汇区龙文路19号1-4层,
官方推荐,捏造,SHAM,三池崇史,日本,130分钟,6月13日,10:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
官方推荐,捏造,SHAM,三池崇史,日本,130分钟,6月14日,15:30,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
官方推荐,捏造,SHAM,三池崇史,日本,130分钟,6月18日,13:00,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
官方推荐,捏造,SHAM,三池崇史,日本,130分钟,6月20日,13:00,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
官方推荐,捏造,SHAM,三池崇史,日本,130分钟,6月22日,13:00,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
宝格丽经典呈现·光影艺术传奇,盗贼特蕾莎 (4K),TERESA THE THIEF (4K),卡洛·迪·帕尔马,"意大利,法国",123分钟,6月16日,20:40,兰心大戏院,观众厅,黄浦区茂名南路57号,
宝格丽经典呈现·光影艺术传奇,盗贼特蕾莎 (4K),TERESA THE THIEF (4K),卡洛·迪·帕尔马,"意大利,法国",123分钟,6月17日,20:40,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
宝格丽经典呈现·光影艺术传奇,盗贼特蕾莎 (4K),TERESA THE THIEF (4K),卡洛·迪·帕尔马,"意大利,法国",123分钟,6月19日,20:40,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
宝格丽经典呈现·光影艺术传奇,盗贼特蕾莎 (4K),TERESA THE THIEF (4K),卡洛·迪·帕尔马,"意大利,法国",123分钟,6月20日,20:40,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
向大师致敬,盗火线 (4K),HEAT (4K),迈克尔·曼,美国,170分钟,6月16日,09:00,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
向大师致敬,盗火线 (4K),HEAT (4K),迈克尔·曼,美国,170分钟,6月17日,09:00,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
向大师致敬,盗火线 (4K),HEAT (4K),迈克尔·曼,美国,170分钟,6月18日,09:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
向大师致敬,盗火线 (4K),HEAT (4K),迈克尔·曼,美国,170分钟,6月19日,18:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
向大师致敬,盗火线 (4K),HEAT (4K),迈克尔·曼,美国,170分钟,6月21日,09:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
向大师致敬,盗火线 (4K),HEAT (4K),迈克尔·曼,美国,170分钟,6月22日,18:30,艺海剧院,大剧场,静安区江宁路466号,
官方推荐,蒂娜 (4K),TINĀ (4K),米基・马加西瓦,新西兰,125分钟,6月13日,15:30,上海大光明电影院,2号厅,黄浦区南京西路216号,
官方推荐,蒂娜 (4K),TINĀ (4K),米基・马加西瓦,新西兰,125分钟,6月16日,20:40,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
官方推荐,蒂娜 (4K),TINĀ (4K),米基・马加西瓦,新西兰,125分钟,6月21日,15:30,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
多元视角,音乐剧《悲惨世界》十周年纪念版音乐会（伦敦皇家阿尔伯特音乐厅）,LES MISÉRABLES 10TH ANNIVERSARY CONCERT AT LONDON’S ROYAL ALBERT HALL,"约翰·凯尔德, 特雷弗·纳恩",英国,128分钟,6月14日,15:30,兰心大戏院,观众厅,黄浦区茂名南路57号,
多元视角,音乐剧《悲惨世界》十周年纪念版音乐会（伦敦皇家阿尔伯特音乐厅）,LES MISÉRABLES 10TH ANNIVERSARY CONCERT AT LONDON’S ROYAL ALBERT HALL,"约翰·凯尔德, 特雷弗·纳恩",英国,128分钟,6月16日,15:30,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
多元视角,音乐剧《悲惨世界》十周年纪念版音乐会（伦敦皇家阿尔伯特音乐厅）,LES MISÉRABLES 10TH ANNIVERSARY CONCERT AT LONDON’S ROYAL ALBERT HALL,"约翰·凯尔德, 特雷弗·纳恩",英国,128分钟,6月18日,15:30,上海大光明电影院,1号厅,黄浦区南京西路216号,
多元视角,音乐剧《悲惨世界》十周年纪念版音乐会（伦敦皇家阿尔伯特音乐厅）,LES MISÉRABLES 10TH ANNIVERSARY CONCERT AT LONDON’S ROYAL ALBERT HALL,"约翰·凯尔德, 特雷弗·纳恩",英国,128分钟,6月21日,10:00,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
多元视角,音乐剧《悲惨世界》十周年纪念版音乐会（伦敦皇家阿尔伯特音乐厅）,LES MISÉRABLES 10TH ANNIVERSARY CONCERT AT LONDON’S ROYAL ALBERT HALL,"约翰·凯尔德, 特雷弗·纳恩",英国,128分钟,6月22日,15:30,艺海剧院,大剧场,静安区江宁路466号,
特别策划,上海之夜2024 (4K修复版),SHANGHAI BLUES (4K),徐克,中国香港,102分钟,6月14日,13:00,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
特别策划,上海之夜2024 (4K修复版),SHANGHAI BLUES (4K),徐克,中国香港,102分钟,6月15日,18:30,艺海剧院,大剧场,静安区江宁路466号,
特别策划,上海之夜2024 (4K修复版),SHANGHAI BLUES (4K),徐克,中国香港,102分钟,6月16日,13:00,上海影城SHO,2号厅Onyx,长宁区新华路160号,
特别策划,上海之夜2024 (4K修复版),SHANGHAI BLUES (4K),徐克,中国香港,102分钟,6月18日,15:30,兰心大戏院,观众厅,黄浦区茂名南路57号,
特别策划,上海之夜2024 (4K修复版),SHANGHAI BLUES (4K),徐克,中国香港,102分钟,6月22日,13:00,和平影都,杜比全景声厅,黄浦区西藏中路290号,
金爵参赛片,里弗斯顿山,RIVERSTONE,拉利特·拉特纳亚克,斯里兰卡,119分钟,6月20日,10:00,上海影城SHO,2号厅Onyx,长宁区新华路160号,★
金爵参赛片,里弗斯顿山,RIVERSTONE,拉利特·拉特纳亚克,斯里兰卡,119分钟,6月21日,15:30,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
金爵参赛片,里弗斯顿山,RIVERSTONE,拉利特·拉特纳亚克,斯里兰卡,119分钟,6月22日,15:30,国泰电影院,2号厅,黄浦区淮海中路870号,
华语新风,水东游,AS THE RIVER GOES BY,胡兆祥,中国,99分钟,6月18日,20:40,上海影城SHO,9号厅REALD CINEMA,长宁区新华路160号,★
华语新风,水东游,AS THE RIVER GOES BY,胡兆祥,中国,99分钟,6月21日,13:00,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
华语新风,水东游,AS THE RIVER GOES BY,胡兆祥,中国,99分钟,6月22日,13:00,上海大光明电影院,3号厅,黄浦区南京西路216号,
华语新风,开始的枪,SHE SAT THERE LIKE ALL ORDINARY ONES,瞿尤嘉,中国,102分钟,6月13日,18:00,上海影城SHO,9号厅REALD CINEMA,长宁区新华路160号,★
华语新风,开始的枪,SHE SAT THERE LIKE ALL ORDINARY ONES,瞿尤嘉,中国,102分钟,6月14日,20:40,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,
华语新风,开始的枪,SHE SAT THERE LIKE ALL ORDINARY ONES,瞿尤嘉,中国,102分钟,6月17日,18:30,上海大光明电影院,2号厅,黄浦区南京西路216号,
和合共生：中外电影的百年共振,三十九级台阶,THE 39 STEPS,阿尔弗雷德·希区柯克,英国,86分钟,6月13日,13:00,上海影城SHO,3号厅CINITY,长宁区新华路160号,
和合共生：中外电影的百年共振,三十九级台阶,THE 39 STEPS,阿尔弗雷德·希区柯克,英国,86分钟,6月14日,18:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
和合共生：中外电影的百年共振,三十九级台阶,THE 39 STEPS,阿尔弗雷德·希区柯克,英国,86分钟,6月15日,18:30,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,
和合共生：中外电影的百年共振,三十九级台阶,THE 39 STEPS,阿尔弗雷德·希区柯克,英国,86分钟,6月17日,15:30,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
和合共生：中外电影的百年共振,三十九级台阶,THE 39 STEPS,阿尔弗雷德·希区柯克,英国,86分钟,6月18日,18:30,和平影都,杜比全景声厅,黄浦区西藏中路290号,
和合共生：中外电影的百年共振,三十九级台阶,THE 39 STEPS,阿尔弗雷德·希区柯克,英国,86分钟,6月19日,18:30,沪北电影院,1号厅,静安区洛川东路500号,
“一带一路”电影周,奖牌的另一面 (4K),THE REVERSE SIDE OF THE MEDAL (4K),安娜·马克西姆·哈特鲁尤尼安,亚美尼亚,97分钟,6月15日,15:30,九棵树电影院,大剧场,奉贤区树桓路199弄1号,
“一带一路”电影周,奖牌的另一面 (4K),THE REVERSE SIDE OF THE MEDAL (4K),安娜·马克西姆·哈特鲁尤尼安,亚美尼亚,97分钟,6月16日,20:40,SFC上影影城（LaLaport上海金桥店）,1号LUXE 杜比全景声厅,浦东新区新金桥路738号啦啦宝都611号店铺,
“一带一路”电影周,奖牌的另一面 (4K),THE REVERSE SIDE OF THE MEDAL (4K),安娜·马克西姆·哈特鲁尤尼安,亚美尼亚,97分钟,6月17日,20:40,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
“一带一路”电影周,奖牌的另一面 (4K),THE REVERSE SIDE OF THE MEDAL (4K),安娜·马克西姆·哈特鲁尤尼安,亚美尼亚,97分钟,6月18日,18:00,SFC上影百联影城（八佰伴IMAX店）,2号厅,浦东新区张杨路501号10楼,★
“一带一路”电影周,奖牌的另一面 (4K),THE REVERSE SIDE OF THE MEDAL (4K),安娜·马克西姆·哈特鲁尤尼安,亚美尼亚,97分钟,6月21日,13:00,上海百丽宫影城（长宁来福士店）,激光3号厅,长宁区长宁路1123号七层701-703,
今日亚洲,野党,YADANG: THE SNITCH,黄炳国,韩国,123分钟,6月13日,20:40,艺海剧院,大剧场,静安区江宁路466号,
今日亚洲,野党,YADANG: THE SNITCH,黄炳国,韩国,123分钟,6月17日,20:40,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,
今日亚洲,野党,YADANG: THE SNITCH,黄炳国,韩国,123分钟,6月18日,20:40,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
今日亚洲,野党,YADANG: THE SNITCH,黄炳国,韩国,123分钟,6月19日,20:40,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
今日亚洲,野党,YADANG: THE SNITCH,黄炳国,韩国,123分钟,6月22日,20:40,和平影都,杜比全景声厅,黄浦区西藏中路290号,
向大师致敬,暗号+一周+替罪羊+七次机会,THE HIGH SIGN+ONE WEEK+THE GOAT+SEVEN CHANCES,"巴斯特·基顿, 爱德华·克莱因, 马尔科姆·圣克莱尔",美国,127分钟,6月13日,15:30,上海影城SHO,2号厅Onyx,长宁区新华路160号,
向大师致敬,暗号+一周+替罪羊+七次机会,THE HIGH SIGN+ONE WEEK+THE GOAT+SEVEN CHANCES,"巴斯特·基顿, 爱德华·克莱因, 马尔科姆·圣克莱尔",美国,127分钟,6月15日,20:40,兰心大戏院,观众厅,黄浦区茂名南路57号,
向大师致敬,暗号+一周+替罪羊+七次机会,THE HIGH SIGN+ONE WEEK+THE GOAT+SEVEN CHANCES,"巴斯特·基顿, 爱德华·克莱因, 马尔科姆·圣克莱尔",美国,127分钟,6月20日,15:30,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
向大师致敬,暗号+一周+替罪羊+七次机会,THE HIGH SIGN+ONE WEEK+THE GOAT+SEVEN CHANCES,"巴斯特·基顿, 爱德华·克莱因, 马尔科姆·圣克莱尔",美国,127分钟,6月21日,13:00,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
向大师致敬,暗号+一周+替罪羊+七次机会,THE HIGH SIGN+ONE WEEK+THE GOAT+SEVEN CHANCES,"巴斯特·基顿, 爱德华·克莱因, 马尔科姆·圣克莱尔",美国,127分钟,6月22日,15:30,黄浦剧场,中剧场,黄浦区北京东路780号,
向大师致敬,剧院+福尔摩斯二世,THE PLAY HOUSE+SHERLOCK JR.,"爱德华·克莱因, 巴斯特·基顿",美国,68分钟,6月13日,18:30,上海影城SHO,2号厅Onyx,长宁区新华路160号,
向大师致敬,剧院+福尔摩斯二世,THE PLAY HOUSE+SHERLOCK JR.,"爱德华·克莱因, 巴斯特·基顿",美国,68分钟,6月16日,18:30,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
向大师致敬,剧院+福尔摩斯二世,THE PLAY HOUSE+SHERLOCK JR.,"爱德华·克莱因, 巴斯特·基顿",美国,68分钟,6月19日,18:30,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,徐汇区虹桥路1号6层616/6M01,
向大师致敬,剧院+福尔摩斯二世,THE PLAY HOUSE+SHERLOCK JR.,"爱德华·克莱因, 巴斯特·基顿",美国,68分钟,6月21日,18:30,兰心大戏院,观众厅,黄浦区茂名南路57号,
向大师致敬,剧院+福尔摩斯二世,THE PLAY HOUSE+SHERLOCK JR.,"爱德华·克莱因, 巴斯特·基顿",美国,68分钟,6月22日,18:30,黄浦剧场,中剧场,黄浦区北京东路780号,
向大师致敬,船+航海家,THE BOAT+THE NAVIGATOR,"爱德华·克莱因, 巴斯特·基顿, 唐纳德·克里斯普",美国,96分钟,6月13日,20:40,上海影城SHO,2号厅Onyx,长宁区新华路160号,
向大师致敬,船+航海家,THE BOAT+THE NAVIGATOR,"爱德华·克莱因, 巴斯特·基顿, 唐纳德·克里斯普",美国,96分钟,6月15日,15:30,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
向大师致敬,船+航海家,THE BOAT+THE NAVIGATOR,"爱德华·克莱因, 巴斯特·基顿, 唐纳德·克里斯普",美国,96分钟,6月15日,18:30,兰心大戏院,观众厅,黄浦区茂名南路57号,
向大师致敬,船+航海家,THE BOAT+THE NAVIGATOR,"爱德华·克莱因, 巴斯特·基顿, 唐纳德·克里斯普",美国,96分钟,6月19日,20:40,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,徐汇区虹桥路1号6层616/6M01,
向大师致敬,船+航海家,THE BOAT+THE NAVIGATOR,"爱德华·克莱因, 巴斯特·基顿, 唐纳德·克里斯普",美国,96分钟,6月22日,20:40,上海百丽宫影城（长宁来福士店）,LUXE激光巨幕厅,长宁区长宁路1123号七层701-703,
多元视角,隐者山河 (4K),HIDDEN LANDSCAPES (4K),郭旭锋,中国,114分钟,6月15日,20:40,国泰电影院,2号厅,黄浦区淮海中路870号,
多元视角,隐者山河 (4K),HIDDEN LANDSCAPES (4K),郭旭锋,中国,114分钟,6月18日,20:40,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,★
多元视角,隐者山河 (4K),HIDDEN LANDSCAPES (4K),郭旭锋,中国,114分钟,6月19日,20:40,上海影城SHO,9号厅REALD CINEMA,长宁区新华路160号,
今日亚洲,甜蜜蜜,COMRADES: ALMOST A LOVE STORY,陈可辛,中国香港,118分钟,6月13日,13:00,艺海剧院,大剧场,静安区江宁路466号,
今日亚洲,甜蜜蜜,COMRADES: ALMOST A LOVE STORY,陈可辛,中国香港,118分钟,6月15日,15:30,上海大光明电影院,1号厅,黄浦区南京西路216号,
今日亚洲,甜蜜蜜,COMRADES: ALMOST A LOVE STORY,陈可辛,中国香港,118分钟,6月17日,13:00,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
今日亚洲,甜蜜蜜,COMRADES: ALMOST A LOVE STORY,陈可辛,中国香港,118分钟,6月18日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
今日亚洲,甜蜜蜜,COMRADES: ALMOST A LOVE STORY,陈可辛,中国香港,118分钟,6月22日,13:00,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
今日亚洲,如果·爱,PERHAPS LOVE,陈可辛,"中国香港,中国内地",106分钟,6月20日,18:30,星轶STARX影剧院（上海宝山日月光店）,5号厅,宝山区沪太路1933号宝山日月光中心2层K区202,
今日亚洲,如果·爱,PERHAPS LOVE,陈可辛,"中国香港,中国内地",106分钟,6月21日,15:30,黄浦剧场,中剧场,黄浦区北京东路780号,
今日亚洲,如果·爱,PERHAPS LOVE,陈可辛,"中国香港,中国内地",106分钟,6月21日,18:30,万达影城（五角场万达广场店）,11号厅,杨浦区国宾路58号五角场万达商业广场3层,
今日亚洲,如果·爱,PERHAPS LOVE,陈可辛,"中国香港,中国内地",106分钟,6月22日,18:30,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
今日亚洲,投名状,THE WARLORDS,陈可辛,"中国香港,中国内地",122分钟,6月16日,18:30,上海大光明电影院,1号厅,黄浦区南京西路216号,★
今日亚洲,投名状,THE WARLORDS,陈可辛,"中国香港,中国内地",122分钟,6月21日,20:40,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,
今日亚洲,中国合伙人,AMERICAN DREAMS IN CHINA,陈可辛,"中国内地,中国香港",122分钟,6月14日,18:30,万达影城（崇明万达广场店）,1号厅,崇明区城桥镇崇明大道8388号3F-A室,
今日亚洲,中国合伙人,AMERICAN DREAMS IN CHINA,陈可辛,"中国内地,中国香港",122分钟,6月17日,18:30,临港演艺中心,1号厅,浦东新区临港新片区顶科路200号,
和合共生：中外电影的百年共振,南方车站的聚会,THE WILD GOOSE LAKE,刁亦男,中国,113分钟,6月21日,15:30,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
和合共生：中外电影的百年共振,南方车站的聚会,THE WILD GOOSE LAKE,刁亦男,中国,113分钟,6月22日,18:30,上海影城SHO,9号厅REALD CINEMA,长宁区新华路160号,
特别策划,机动部队 (4K),PTU (4K),杜琪峰,中国香港,88分钟,6月14日,13:00,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,
特别策划,机动部队 (4K),PTU (4K),杜琪峰,中国香港,88分钟,6月15日,15:30,艺海剧院,大剧场,静安区江宁路466号,
特别策划,机动部队 (4K),PTU (4K),杜琪峰,中国香港,88分钟,6月18日,18:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
特别策划,机动部队 (4K),PTU (4K),杜琪峰,中国香港,88分钟,6月20日,10:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
置身扩影,石像往事 (VR),GARGOYLE DOYLE (VR),伊桑·沙夫特尔,"美国,阿根廷,奥地利",37分钟,6月17日,11:00,佰映三克映画,2号ScreeningRoom厅,静安区江宁路699号MOHO Mall地下1层 60B,
置身扩影,石像往事 (VR),GARGOYLE DOYLE (VR),伊桑·沙夫特尔,"美国,阿根廷,奥地利",37分钟,6月17日,12:00,佰映三克映画,2号ScreeningRoom厅,静安区江宁路699号MOHO Mall地下1层 60B,
置身扩影,石像往事 (VR),GARGOYLE DOYLE (VR),伊桑·沙夫特尔,"美国,阿根廷,奥地利",37分钟,6月17日,13:00,佰映三克映画,2号ScreeningRoom厅,静安区江宁路699号MOHO Mall地下1层 60B,
置身扩影,石像往事 (VR),GARGOYLE DOYLE (VR),伊桑·沙夫特尔,"美国,阿根廷,奥地利",37分钟,6月17日,14:00,佰映三克映画,2号ScreeningRoom厅,静安区江宁路699号MOHO Mall地下1层 60B,
置身扩影,石像往事 (VR),GARGOYLE DOYLE (VR),伊桑·沙夫特尔,"美国,阿根廷,奥地利",37分钟,6月17日,15:00,佰映三克映画,2号ScreeningRoom厅,静安区江宁路699号MOHO Mall地下1层 60B,
置身扩影,石像往事 (VR),GARGOYLE DOYLE (VR),伊桑·沙夫特尔,"美国,阿根廷,奥地利",37分钟,6月17日,16:00,佰映三克映画,2号ScreeningRoom厅,静安区江宁路699号MOHO Mall地下1层 60B,
华语新风,植物学家,THE BOTANIST,景一,中国,96分钟,6月14日,18:30,上海影城SHO,9号厅REALD CINEMA,长宁区新华路160号,★
华语新风,植物学家,THE BOTANIST,景一,中国,96分钟,6月16日,20:40,上海大光明电影院,2号厅,黄浦区南京西路216号,
华语新风,植物学家,THE BOTANIST,景一,中国,96分钟,6月20日,18:30,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,
新视野,罪人（IMAX/4K）,SINNERS (IMAX/4K),瑞恩·库格勒,"美国,澳大利亚,加拿大",139分钟,6月16日,20:40,SFC上影影城（港汇永华IMAX激光店）,IMAX激光厅,徐汇区虹桥路1号6层616/6M01,
新视野,罪人（IMAX/4K）,SINNERS (IMAX/4K),瑞恩·库格勒,"美国,澳大利亚,加拿大",139分钟,6月16日,20:40,寰映影城（大融城店）,1号激光IMAX厅,静安区沪太路1111弄10号1号楼3层,
新视野,罪人（IMAX/4K）,SINNERS (IMAX/4K),瑞恩·库格勒,"美国,澳大利亚,加拿大",139分钟,6月17日,20:40,MOViE MOViE影城（前滩太古里店）,激光IMAX厅,浦东新区东育路500弄前滩太古里石区3楼S-L3-13,
新视野,罪人（IMAX/4K）,SINNERS (IMAX/4K),瑞恩·库格勒,"美国,澳大利亚,加拿大",139分钟,6月19日,20:40,MOViE MOViE影城（前滩太古里店）,激光IMAX厅,浦东新区东育路500弄前滩太古里石区3楼S-L3-13,
新视野,罪人（IMAX/4K）,SINNERS (IMAX/4K),瑞恩·库格勒,"美国,澳大利亚,加拿大",139分钟,6月22日,20:40,SFC上影影城（港汇永华IMAX激光店）,IMAX激光厅,徐汇区虹桥路1号6层616/6M01,
首映盛典,一江春水向东流 (方言4K修复版),THE SPRING RIVER FLOWS EAST,"蔡楚生, 郑君里",中国,210分钟,6月15日,18:30,上海百美汇影城（静安嘉里中心店）,4K激光1号厅,静安区南京西路1551号嘉里中心N4-01,
首映盛典,一江春水向东流 (方言4K修复版),THE SPRING RIVER FLOWS EAST,"蔡楚生, 郑君里",中国,210分钟,6月16日,13:00,上海影城SHO,3号厅CINITY,长宁区新华路160号,★
首映盛典,一江春水向东流 (方言4K修复版),THE SPRING RIVER FLOWS EAST,"蔡楚生, 郑君里",中国,210分钟,6月22日,14:00,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
官方推荐,山村浩二动画短片合集,KOJI YAMAMURA SHORT FILM COLLECTION,山村浩二,"日本,加拿大",96分钟,6月17日,18:30,上海影城SHO,3号厅CINITY,长宁区新华路160号,★
官方推荐,山村浩二动画短片合集,KOJI YAMAMURA SHORT FILM COLLECTION,山村浩二,"日本,加拿大",96分钟,6月19日,20:40,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
官方推荐,山村浩二动画短片合集,KOJI YAMAMURA SHORT FILM COLLECTION,山村浩二,"日本,加拿大",96分钟,6月22日,18:30,SFC上影影城（港汇永华IMAX激光店）,Onyx LED厅,徐汇区虹桥路1号6层616/6M01,
特别策划,行规 (4K),THE SYSTEM (4K),翁维铨,中国香港,88分钟,6月15日,13:00,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
