单元,中文片名,英文片名,导演,制片国/地区,时长,日期,放映时间,影院,影厅,影院地址,见面会
“一带一路”电影周,看着我,LOOK AT ME,乔治·西哈卢利泽,"格鲁吉亚,法国,意大利",96分钟,6月14日,20:40,国泰电影院,2号厅,黄浦区淮海中路870号,
“一带一路”电影周,看着我,LOOK AT ME,乔治·西哈卢利泽,"格鲁吉亚,法国,意大利",96分钟,6月17日,20:40,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,
“一带一路”电影周,看着我,LOOK AT ME,乔治·西哈卢利泽,"格鲁吉亚,法国,意大利",96分钟,6月21日,20:40,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
多元视角,模糊乐队：直到尽头,BLUR: TO THE END,托比·L,英国,104分钟,6月14日,15:30,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,
多元视角,模糊乐队：直到尽头,BLUR: TO THE END,托比·L,英国,104分钟,6月16日,10:00,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
多元视角,模糊乐队：直到尽头,BLUR: TO THE END,托比·L,英国,104分钟,6月19日,13:00,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
 SIFF纪录,邓南遮占领阜姆自由邦,FIUME O MORTE!,伊戈尔·贝齐诺维奇,"克罗地亚,意大利,斯洛文尼亚",113分钟,6月14日,15:30,上海影城SHO,3号厅CINITY,长宁区新华路160号,
 SIFF纪录,邓南遮占领阜姆自由邦,FIUME O MORTE!,伊戈尔·贝齐诺维奇,"克罗地亚,意大利,斯洛文尼亚",113分钟,6月16日,18:30,和平影都,8号激光巨幕厅,黄浦区西藏中路290号,
 SIFF纪录,邓南遮占领阜姆自由邦,FIUME O MORTE!,伊戈尔·贝齐诺维奇,"克罗地亚,意大利,斯洛文尼亚",113分钟,6月17日,15:30,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,
 SIFF纪录,邓南遮占领阜姆自由邦,FIUME O MORTE!,伊戈尔·贝齐诺维奇,"克罗地亚,意大利,斯洛文尼亚",113分钟,6月18日,15:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
 SIFF纪录,邓南遮占领阜姆自由邦,FIUME O MORTE!,伊戈尔·贝齐诺维奇,"克罗地亚,意大利,斯洛文尼亚",113分钟,6月19日,20:40,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,
 SIFF纪录,人生焊接术,WELDED TOGETHER,阿纳斯塔西娅·米罗什尼琴科,"法国,荷兰,比利时",96分钟,6月21日,13:00,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
 SIFF纪录,人生焊接术,WELDED TOGETHER,阿纳斯塔西娅·米罗什尼琴科,"法国,荷兰,比利时",96分钟,6月21日,18:30,上海大光明电影院,2号厅,黄浦区南京西路216号,
 SIFF纪录,人生焊接术,WELDED TOGETHER,阿纳斯塔西娅·米罗什尼琴科,"法国,荷兰,比利时",96分钟,6月22日,15:30,SFC上影影城（丁香路LUXE店）,5号LUXE巨幕厅,浦东新区丁香路858号3楼,
 SIFF纪录,人生焊接术,WELDED TOGETHER,阿纳斯塔西娅·米罗什尼琴科,"法国,荷兰,比利时",96分钟,6月22日,18:30,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
 SIFF纪录,死亡是个混蛋,DEATH IS AN ASSHOLE,迈克尔·斯瓦茨,德国,79分钟,6月14日,13:00,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
 SIFF纪录,死亡是个混蛋,DEATH IS AN ASSHOLE,迈克尔·斯瓦茨,德国,79分钟,6月17日,18:30,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
 SIFF纪录,死亡是个混蛋,DEATH IS AN ASSHOLE,迈克尔·斯瓦茨,德国,79分钟,6月19日,18:30,上海大光明电影院,3号厅,黄浦区南京西路216号,
华语新风,风过耳,LISTENING TO THE WIND,彭韬,中国,156分钟,6月14日,14:00,上海影城SHO,9号厅REALD CINEMA,长宁区新华路160号,★
华语新风,风过耳,LISTENING TO THE WIND,彭韬,中国,156分钟,6月16日,20:40,国泰电影院,2号厅,黄浦区淮海中路870号,
华语新风,风过耳,LISTENING TO THE WIND,彭韬,中国,156分钟,6月20日,20:40,上海大光明电影院,3号厅,黄浦区南京西路216号,
“一带一路”电影周,村在天堂边,THE VILLAGE NEXT TO PARADISE,莫·哈拉韦,索马里,133分钟,6月14日,15:30,AMG海上明珠影城环球港店,RealD 7号厅,普陀区中山北路3300号环球港L4039,
“一带一路”电影周,村在天堂边,THE VILLAGE NEXT TO PARADISE,莫·哈拉韦,索马里,133分钟,6月15日,15:30,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
“一带一路”电影周,村在天堂边,THE VILLAGE NEXT TO PARADISE,莫·哈拉韦,索马里,133分钟,6月18日,20:40,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,
今日亚洲,X医生：外科医生大门未知子最终章,DOCTOR-X THE MOVIE,田村直己,日本,128分钟,6月15日,13:00,艺海剧院,大剧场,静安区江宁路466号,
今日亚洲,X医生：外科医生大门未知子最终章,DOCTOR-X THE MOVIE,田村直己,日本,128分钟,6月20日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
今日亚洲,X医生：外科医生大门未知子最终章,DOCTOR-X THE MOVIE,田村直己,日本,128分钟,6月22日,15:30,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
和合共生：中外电影的百年共振,幻梦墓园,CEMETERY OF SPLENDOUR,阿彼察邦·韦拉斯哈古,"泰国,英国,法国",122分钟,6月13日,20:40,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
和合共生：中外电影的百年共振,幻梦墓园,CEMETERY OF SPLENDOUR,阿彼察邦·韦拉斯哈古,"泰国,英国,法国",122分钟,6月16日,15:30,和平影都,杜比全景声厅,黄浦区西藏中路290号,
和合共生：中外电影的百年共振,幻梦墓园,CEMETERY OF SPLENDOUR,阿彼察邦·韦拉斯哈古,"泰国,英国,法国",122分钟,6月17日,13:00,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
和合共生：中外电影的百年共振,幻梦墓园,CEMETERY OF SPLENDOUR,阿彼察邦·韦拉斯哈古,"泰国,英国,法国",122分钟,6月19日,15:30,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
和合共生：中外电影的百年共振,幻梦墓园,CEMETERY OF SPLENDOUR,阿彼察邦·韦拉斯哈古,"泰国,英国,法国",122分钟,6月22日,15:30,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
今日亚洲,摇篮凡世,PAVANE FOR AN INFANT,张吉安,"马来西亚,中国香港",117分钟,6月15日,18:30,CGV影城（松江印象城杜比ULTRA 4DX店）,6号厅,松江区广富林路1788弄印象城4层,
今日亚洲,摇篮凡世,PAVANE FOR AN INFANT,张吉安,"马来西亚,中国香港",117分钟,6月17日,18:00,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,★
今日亚洲,摇篮凡世,PAVANE FOR AN INFANT,张吉安,"马来西亚,中国香港",117分钟,6月18日,18:30,临港演艺中心,1号厅,浦东新区临港新片区顶科路200号,
“一带一路”电影周,好好说再见,THE SHORE OF LIFE,张弛,中国,105分钟,6月16日,20:40,上海大光明电影院,3号厅,黄浦区南京西路216号,
“一带一路”电影周,好好说再见,THE SHORE OF LIFE,张弛,中国,105分钟,6月17日,18:30,上海影城SHO,9号厅REALD CINEMA,长宁区新华路160号,
“一带一路”电影周,好好说再见,THE SHORE OF LIFE,张弛,中国,105分钟,6月20日,13:00,上海百丽宫影城（陆家嘴中心店）,LUXE厅,浦东新区浦东南路889号陆家嘴中心商场10层L1001单元,★
金爵参赛片,风暴,CYCLONE,弗蕾维亚·卡斯特罗,巴西,100分钟,6月17日,20:40,上海影城SHO,3号厅CINITY,长宁区新华路160号,★
金爵参赛片,风暴,CYCLONE,弗蕾维亚·卡斯特罗,巴西,100分钟,6月18日,20:40,CGV影城（白玉兰广场IMAX店）,8号厅,虹口区东长治路588号上海白玉兰广场商业裙房3层11号铺位,
金爵参赛片,风暴,CYCLONE,弗蕾维亚·卡斯特罗,巴西,100分钟,6月19日,20:40,SFC上影百联影城（八佰伴IMAX店）,2号厅,浦东新区张杨路501号10楼,
金爵参赛片,风暴,CYCLONE,弗蕾维亚·卡斯特罗,巴西,100分钟,6月20日,20:40,国泰电影院,2号厅,黄浦区淮海中路870号,★
今日亚洲,花便当,PETALS AND MEMORIES,前田哲,日本,119分钟,6月13日,13:00,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
今日亚洲,花便当,PETALS AND MEMORIES,前田哲,日本,119分钟,6月17日,13:00,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
今日亚洲,花便当,PETALS AND MEMORIES,前田哲,日本,119分钟,6月19日,13:00,沪北电影院,1号厅,静安区洛川东路500号,
今日亚洲,花便当,PETALS AND MEMORIES,前田哲,日本,119分钟,6月22日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
今日亚洲,糟糕的夏天,A BAD SUMMER,城定秀夫,日本,115分钟,6月13日,13:00,上海大光明电影院,1号厅,黄浦区南京西路216号,
今日亚洲,糟糕的夏天,A BAD SUMMER,城定秀夫,日本,115分钟,6月16日,13:00,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,
今日亚洲,糟糕的夏天,A BAD SUMMER,城定秀夫,日本,115分钟,6月17日,13:00,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
今日亚洲,糟糕的夏天,A BAD SUMMER,城定秀夫,日本,115分钟,6月19日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
今日亚洲,糟糕的夏天,A BAD SUMMER,城定秀夫,日本,115分钟,6月20日,15:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
今日亚洲,糟糕的夏天,A BAD SUMMER,城定秀夫,日本,115分钟,6月22日,13:00,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
今日亚洲,和山田进行LV.999的恋爱,MY LOVE STORY WITH YAMADA-KUN AT LV999,安川有果,日本,117分钟,6月13日,13:00,天山电影院-虹桥艺术中心旗舰店,剧院厅,长宁区天山路888号,
今日亚洲,和山田进行LV.999的恋爱,MY LOVE STORY WITH YAMADA-KUN AT LV999,安川有果,日本,117分钟,6月15日,20:40,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,
今日亚洲,和山田进行LV.999的恋爱,MY LOVE STORY WITH YAMADA-KUN AT LV999,安川有果,日本,117分钟,6月16日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
今日亚洲,和山田进行LV.999的恋爱,MY LOVE STORY WITH YAMADA-KUN AT LV999,安川有果,日本,117分钟,6月19日,13:00,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,
今日亚洲,和山田进行LV.999的恋爱,MY LOVE STORY WITH YAMADA-KUN AT LV999,安川有果,日本,117分钟,6月22日,20:40,上影BOE-α超级影城（美罗城店）,4号厅,徐汇区肇嘉浜路1111号美罗城5楼,
今日亚洲,地震之后,AFTER THE QUAKE,井上刚,日本,133分钟,6月16日,18:00,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,★
今日亚洲,地震之后,AFTER THE QUAKE,井上刚,日本,133分钟,6月17日,13:00,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
今日亚洲,地震之后,AFTER THE QUAKE,井上刚,日本,133分钟,6月18日,15:30,黄浦剧场,中剧场,黄浦区北京东路780号,
今日亚洲,地震之后,AFTER THE QUAKE,井上刚,日本,133分钟,6月20日,13:00,久事·上海商城剧院,剧院正厅,南京西路1376号4楼,
今日亚洲,地震之后,AFTER THE QUAKE,井上刚,日本,133分钟,6月22日,10:00,和平影都,杜比全景声厅,黄浦区西藏中路290号,
世界万象,地下忍者,UNDER NINJA,福田雄一,日本,123分钟,6月14日,15:30,天山电影院-宛平剧院影城,1号厅,徐汇区中山南二路859号,
世界万象,地下忍者,UNDER NINJA,福田雄一,日本,123分钟,6月16日,15:30,曹杨影城,1号4K激光厅,普陀区兰溪路125号2楼,
世界万象,地下忍者,UNDER NINJA,福田雄一,日本,123分钟,6月19日,15:30,上海大光明电影院,1号厅,黄浦区南京西路216号,
世界万象,爱慕测验,ATTRACTIONS,谢尔盖·范·赫特尔,德国,92分钟,6月15日,18:30,国泰电影院,2号厅,黄浦区淮海中路870号,
世界万象,爱慕测验,ATTRACTIONS,谢尔盖·范·赫特尔,德国,92分钟,6月16日,20:40,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
世界万象,爱慕测验,ATTRACTIONS,谢尔盖·范·赫特尔,德国,92分钟,6月17日,15:30,上海影城SHO,3号厅CINITY,长宁区新华路160号,
今日亚洲,旅途愉快,Good Luck,足立绅,日本,105分钟,6月13日,18:00,UME影城（上海新天地店）,Onyx 4K LED巨幕厅,黄浦区兴业路123弄6号楼新天地时尚I座5楼,★
今日亚洲,旅途愉快,Good Luck,足立绅,日本,105分钟,6月15日,18:30,世纪友谊影城（LUXE南方商城店）,6号LUXE巨幕厅,闵行区沪闵路7250号百联南方二期9楼,
今日亚洲,旅途愉快,Good Luck,足立绅,日本,105分钟,6月16日,18:30,沪北电影院,1号厅,静安区洛川东路500号,
今日亚洲,旅途愉快,Good Luck,足立绅,日本,105分钟,6月19日,15:30,和平影都,杜比全景声厅,黄浦区西藏中路290号,
世界万象,秘密楼层,THE SECRET FLOOR,诺伯特·莱赫纳,"奥地利,卢森堡,德国",96分钟,6月13日,20:40,嘉定影剧院,三号剧院大厅,嘉定区城中路149号,
世界万象,秘密楼层,THE SECRET FLOOR,诺伯特·莱赫纳,"奥地利,卢森堡,德国",96分钟,6月14日,18:30,和平影都,杜比全景声厅,黄浦区西藏中路290号,
世界万象,秘密楼层,THE SECRET FLOOR,诺伯特·莱赫纳,"奥地利,卢森堡,德国",96分钟,6月16日,15:30,上海百丽宫影城（万象城店）,CINITY LUXE巨幕厅,闵行区吴中路1599号L501商铺,
世界万象,秘密楼层,THE SECRET FLOOR,诺伯特·莱赫纳,"奥地利,卢森堡,德国",96分钟,6月20日,10:00,上海影城SHO,3号厅CINITY,长宁区新华路160号,★
金爵参赛片,路易莎 (4K),LUISA (4K),尤里娅·茹斯勒,德国,94分钟,6月15日,13:00,上海影城SHO,3号厅CINITY,长宁区新华路160号,★
金爵参赛片,路易莎 (4K),LUISA (4K),尤里娅·茹斯勒,德国,94分钟,6月19日,18:30,上海大光明电影院,2号厅,黄浦区南京西路216号,
金爵参赛片,路易莎 (4K),LUISA (4K),尤里娅·茹斯勒,德国,94分钟,6月22日,18:30,CMG融媒影城,4号厅（4K激光）,徐汇区龙文路19号1-4层,
 SIFF纪录,捕光之家,LAST DANCE,周洪波,中国,97分钟,6月13日,20:40,上海影城SHO,9号厅REALD CINEMA,长宁区新华路160号,
 SIFF纪录,捕光之家,LAST DANCE,周洪波,中国,97分钟,6月14日,13:00,天山电影院-虹桥艺术中心旗舰店,4号厅,长宁区天山路888号,★
 SIFF纪录,捕光之家,LAST DANCE,周洪波,中国,97分钟,6月15日,18:30,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
 SIFF纪录,捕光之家,LAST DANCE,周洪波,中国,97分钟,6月21日,15:30,万达影城（五角场万达广场店）,11号厅,杨浦区国宾路58号五角场万达商业广场3层,
 SIFF纪录,捕光之家,LAST DANCE,周洪波,中国,97分钟,6月22日,18:30,朵云轩杜比全景声影城,1号厅,徐汇区天钥桥路1188号5楼,
官方推荐,天堂电影院,CINEMA PARADISO,朱塞佩·托纳多雷,"意大利,法国",123分钟,6月20日,18:30,上海影城SHO,1号厅杜比剧场,长宁区新华路160号,★
官方推荐,音魂掠影,ENNIO,朱塞佩·托纳多雷,意大利,156分钟,6月13日,20:40,上海科技影城,3号厅,黄浦区南昌路59号3楼,
官方推荐,音魂掠影,ENNIO,朱塞佩·托纳多雷,意大利,156分钟,6月14日,20:40,上海百丽宫影城（环贸iapm店）,激光6号厅,徐汇区淮海中路999号L6-601,
官方推荐,音魂掠影,ENNIO,朱塞佩·托纳多雷,意大利,156分钟,6月15日,20:40,上海影城SHO,2号厅Onyx,长宁区新华路160号,
官方推荐,音魂掠影,ENNIO,朱塞佩·托纳多雷,意大利,156分钟,6月16日,20:40,黄浦剧场,中剧场,黄浦区北京东路780号,
